-- Kotlin-legacy golden vectors for ln/log10/exp/exp10.
-- Generated by GenerateGoldenVectors; format is Intel readtest.in but
-- RESULT and FLAGS are the Kotlin implementation's own output.
bid128_exp10 0 [30001071cf9e876eb6f98ba5b094c3b9] [30046ab7b9a81fd592c4fb6a61e033ff] 20
bid128_exp10 0 [b00010f981337d0dcdd669db5b9c30ad] [2ff6b1d5ba4d9eb5a62af27f2d3d93b8] 20
bid128_exp10 0 [2ffd965a14af43f69db145b93a4b01d0] [2fff48e5a4e2e79282f321907127e405] 20
bid128_exp10 0 [30008119790c70818b793d0c2989d617] [30324b665cdc82af55276caab6445dfe] 20
bid128_exp10 0 [aff4ca79718a8e5315da28f205179ff8] [2ffdecfdcf705b9fb9d9be841a9e6961] 20
bid128_exp10 0 [aff8aa09f0b20816e3cb5e18f0f55824] [2ffde92366717e047d32199024265fb9] 20
bid128_exp10 0 [aff4c516efaecd14b96c312b5ab824c1] [2ffdecfe20b065b1821786a1cafbb7da] 20
bid128_exp10 0 [2ffe55782322073eaa09696e098c49aa] [30010aef0b899d912b00994fa00f8466] 20
bid128_exp10 0 [2ffe0818117a9c862e73090a8a303fec] [2ffe47f3dee96b349f0cc27463cddccc] 20
bid128_exp10 0 [2ffc66b3cc163e4d2cb8afc59d4b01b2] [2ffe4fa663624378d5eeb7c77e661c92] 20
bid128_exp10 0 [2ffd27db4792f320828b08f644fe1bd1] [2ffec4501a6f93ecf5336a331f76c6c8] 20
bid128_exp10 0 [aff94c2189e69fc3f893d941a186ff0a] [2ffde57310a5b80fb3375d073c12a91e] 20
bid128_exp10 0 [aff944c42f019e297a884264c1ccf4bd] [2ffde59dd0eca03134565f0ce032d11b] 20
bid128_exp10 0 [2ffb4026077f05d197d257adc9570431] [2ffe39414f380e3572d183ebff919210] 20
bid128_exp10 0 [affc004bff0a729194c5ed3632aa2877] [2ffdec5ae0d465ab4c2e11d25b816975] 20
bid128_exp10 0 [b005b1d75299a5aa378acaa543a24b82] [00000000000000000000000000000000] 30
bid128_exp10 0 [affd6fdc1274e83790640e6de74110ce] [2ffc587716ddec7389b24e5df3a3f325] 20
bid128_exp10 0 [2fff53b4af5589efeff0519d6931f105] [300b7ec3ef4d69d10710eab31a2d6489] 20
bid128_exp10 0 [2fffe3c05463fbe9e1a3a2145c00061c] [30113f89abfc4b3c091df3e49b4b2938] 20
bid128_exp10 0 [aff4adf79ad26211aace305959cdacc4] [2ffdecff7d94aead011638dac30984d6] 20
bid128_exp10 0 [affcfdc4702ca7fb49c1913b72e1a1f0] [2ffc96b90dc3236e8cb1bb2f0f34fe2c] 20
bid128_exp10 0 [b003b2a87328dbcbd3c02cce5cc8b8ab] [291a7e63609fe32501e21199f946252b] 20
bid128_exp10 0 [2ff8278854c078e58ebfc4e59f4472f4] [2ffe3165195396989ca975f1b0f92be2] 20
bid128_exp10 0 [2ffe95f8ee07e47f55c390faa9fd1d57] [300436490540288846dec763fdbd6ecb] 20
bid128_exp10 0 [2fff509d91f8fab08445e505989af243] [300b4b532ca61a5cd6c4fe383f4c8122] 20
bid128_exp10 0 [afff22a1ec0eb4a8a31367020416ef88] [2ff23ed3f46619b4584b016ef7f4822f] 20
bid128_exp10 0 [b000b7290df7a1edc1f343381b85ff9d] [2fb35d93f84f8a1e6919b195f76024d1] 20
bid128_exp10 0 [aff5b07535d1e1692fde797df8b9dcfb] [2ffdecf04173b385bc407357205e4c12] 20
bid128_exp10 0 [3000ba62516eed8b554024a14dadb3b1] [3049395ed0e06527f1f56def933a0254] 20
bid128_exp10 0 [affa050d98c245c2b070d122ff6e6045] [2ffdebe03bffb0faec3039d0ecff53ce] 20
bid128_exp10 0 [b0053af01b8a0125ac5437185b9f74bb] [00000000000000000000000000000000] 30
bid128_exp10 0 [affb8bf7aef84215c9ddc2514406d809] [2ffd99cc037173373c77707f8a337e02] 20
bid128_exp10 0 [aff979a5b4987094a3d54171673a1b5d] [2ffde46b2c920f6bae035244d5999a2b] 20
bid128_exp10 0 [affc14ff1338fbb35f3fc95376d9bddc] [2ffdbefca04f83091e794d3a6c04e713] 20
bid128_exp10 0 [b003ac0239092ecf81b43e5bdf243193] [293583619a420b0d031104ce30364670] 20
bid128_exp10 0 [affd85346eb09f33d64afd7e002c069a] [2ffc50125e06ab2cef718723c308031c] 20
bid128_exp10 0 [b00380a49e3c13be7a006de42e943895] [29e55e09358f0bf7e1e5925978f23010] 20
bid128_exp10 0 [3004a54c03f05240cc544a796e9b5564] [4a2ecd99c14f28dab1599014f88f9973] 20
bid128_exp10 0 [b0057e657e0fef7b8b7572acc164e1f3] [00000000000000000000000000000000] 30
bid128_exp10 0 [aff9e21901180e0ded108788a23ac94e] [2ffde20fb73d27ed399d9347f60e6087] 20
bid128_exp10 0 [2fff3869d8202358af45fca4c4414d8e] [300a6affa43225eadd7236c9db409553] 20
bid128_exp10 0 [b006085cbc9f8b52d90958586fb5497e] [22bda7195bb2da9a1cdf067532b57269] 20
bid128_exp10 0 [aff50a07e70a7feedf5fcb02d101bb18] [2ffdecfa107662639b743ae9f5e60530] 20
bid128_exp10 0 [30048aa6ed6d739f3ffda6528f947d2d] [45f64dc2c70eb13c7bf82b38c7cb5360] 20
bid128_exp10 0 [2ffa7a6702b2f42eccea7ee757a43e63] [2ffe34344f954070a544f9788c9a0f2e] 20
bid128_exp10 0 [300436dc6a66bd43c40cd7cdfae97b7f] [38aefec189088393ed9323945c31e6c2] 20
bid128_exp10 0 [300418962e40d6a80b96a8834a4c3ad9] [33e2ea04b60d90eead1607f8153cb14f] 20
bid128_exp10 0 [3003cac022fa2786525761ed3ecde970] [37428d17a526596b24f8e3c39dd84ed5] 20
bid128_exp10 0 [aff9a9aafab9cbc5800f0b6007b0824e] [2ffde3555f0804cb5083174953090e1d] 20
bid128_exp10 0 [2ffbbca8448591cae9aed2c380f2a52c] [2ffe3caedec8a4c39479412c3a2eb8fa] 20
bid128_exp10 0 [2ff6544917217cd003f4120105b67f81] [2ffe3152be67b8aa54dd83831b478c9b] 20
bid128_exp10 0 [aff89713230c09a5a6ea7a877f673490] [2ffde99259e040ed492e7088582b8598] 20
bid128_exp10 0 [affc90aa6c82c9f12b741f116003aa2b] [2ffcfae0e812fea42178bdd89a516936] 20
bid128_exp10 0 [2ffd81786952c4f8f2792a426606ee55] [2fff2a564a2200dcc5ce7dfede65768f] 20
bid128_exp10 0 [affe70d26e5008870971198f15fda294] [2ff8fdd9cd7155cd156f90927dadfc66] 20
bid128_exp10 0 [b002238fb12cf5440ad7f83948760087] [2f6d7021308c8b8976ad592dcd4f15c7] 20
bid128_exp10 0 [2ffde52b77a90bdac1a4532117f73102] [2fffdb3fe190265849dc2dfb00083438] 20
bid128_exp10 0 [aff7ce95a4f4e16539287256b2c09a6d] [2ffdebf95cfded0d4a7937d37a6dd76b] 20
bid128_exp10 0 [b004925813a06fb98fd297cffc0cccce] [18cd30095da050ad6a526cd0a026700b] 20
bid128_exp10 0 [affa099f6ae699549e2cb22f30abc203] [2ffdead3cb6c213fca6e12088814125f] 20
bid128_exp10 0 [300403de93b951967eb56fb954d1dca8] [309a9571c4d099a41bd5d5b42fe63083] 20
bid128_exp10 0 [3005da8d9306b37a08cd74840506b073] [78000000000000000000000000000000] 28
bid128_exp10 0 [2ff6ac81963ebd19846e7e8ddefc727c] [2ffe3157f27933cbf4de8df20a320248] 20
bid128_exp10 0 [affe036a7b71ad999dcf64fad1af138a] [2ffda45613aee8d9769af3e90671666c] 20
bid128_exp10 0 [affce1c862bd3c8cad9d1655fef9158b] [2ffcabc43d37af409db62a1d05966230] 20
bid128_exp10 0 [2ff66fae121df0c9e41869462f42431d] [2ffe31545bfb968698b276de0382036d] 20
bid128_exp10 0 [2ffafaf823c79fb37a5b62cd59e2a9a7] [2ffe376f53f59218f6e907b45dd018da] 20
bid128_exp10 0 [2ff7aaa5299625b56eb14444d06d5e8f] [2ffe3166f2db3379542851f4264c9098] 20
bid128_exp10 0 [2ffe87f37a0a9773b61a52ac6ef33501] [30031a07c9e475b24ef70a4a13a47184] 20
bid128_exp10 0 [b003eb4117f550638c0a5b8e6496f80f] [2834cc9236c7d7cbce46bff173c0575c] 20
bid128_exp10 0 [b00425124da1c02da20509e78cc6ece5] [2a1e3e2bf0613c37a177fa6d1c9976d5] 20
bid128_exp10 0 [affad330217b9129d38b595f8c9532dd] [2ffdbebb39f0ca52025b8e01b04c75f2] 20
bid128_exp10 0 [2ffa29e20b06b0c5ac6669d251b4e2c4] [2ffe324716c9e9b7be44fc4d8940b240] 20
bid128_exp10 0 [3000cda8d09231ba09eb7807243a2d29] [3050fe6e2ca865cfc85369121a12e578] 20
bid128_exp10 0 [aff7c0d168b9e8c4ac32cd02f844352c] [2ffdec0175fa3a67b4027bf27c2fbcbe] 20
bid128_exp10 0 [aff369ce7aca7c8393c0658b51c3e758] [2ffded079cb55611525174217d000ad9] 20
bid128_exp10 0 [30059144adac675798f2764aabb361f2] [78000000000000000000000000000000] 28
bid128_exp10 0 [b00285aba9c3886ae8a91389f7351373] [2ddf7960e87840c8fb81930ed1b82747] 20
bid128_exp10 0 [2ffe1ecc633d9ef2bf76fce18e1766ef] [2ffecfc09ba95cf904db83b21243cb65] 20
bid128_exp10 0 [b00074ab2d488276ab47b6eff034e6c0] [2fce6b11be5da45b84e7c74ad95bf477] 20
bid128_exp10 0 [2ffa5d494030337c4b1edbb162556c20] [2ffe337fd094487fa901c09138e415ff] 20
bid128_exp10 0 [2fffc50d7a3bfddd06d36deb771ecec7] [30104c2fd2ddc9df5789694b86458b94] 20
bid128_exp10 0 [3000649310c32b27f1b9709195d31433] [30267b8a3878f3f5060e8aae1f774fa0] 20
bid128_exp10 0 [2ff7d42b82f1b12102d8640cb69cbdbf] [2ffe316966c90ee1314c1430e834e65c] 20
bid128_exp10 0 [300006ccda5168654251ac6b87f06d77] [30007610fc5d583332992550fac07434] 20
bid128_exp10 0 [aff74e896c5430d9813779d55ea6521c] [2ffdec44b3bf3391521eac7cd0f2666f] 20
bid128_exp10 0 [b00339f31591ec5a260548a019612eed] [2b0454a2752bd7f1070b2fd7e99ffc45] 20
bid128_exp10 0 [b0049c96dfacfaff1176797f4d2b1656] [172de28a53c2e65095774710c42ae87a] 20
bid128_exp10 0 [2ff539cf02ccda853c9de04bbd0a3e5e] [2ffe314f9fd8bfba9acabae917c9beec] 20
bid128_exp10 0 [2ff448aa9ca9c18557d7876aaf3ff326] [2ffe314e33ecc87e2b1f11b0c543a6dc] 20
bid128_exp10 0 [afff8c7aed50c4053051bb1e2e0d5c03] [2fedc007a55ff4bc9110e5796e88706b] 20
bid128_exp10 0 [aff683ec464d6fe5ce3515e688ffcd77] [2ffdecbc01580a77088aceb27993eb18] 20
bid128_exp10 0 [aff7e65264b3f4e1af99ce7747037e1b] [2ffdebeb66e8a612dae026422c253ac5] 20
bid128_exp10 0 [2ff7cbb83ed6f597715c736bbbd44c7b] [2ffe3168e6fe1640191f9675af58af39] 20
bid128_exp10 0 [2ffb2268ebd3b5f35727ae68602f972f] [2ffe387725ca99cacb81f5f47b398164] 20
bid128_exp10 0 [30043f2536cdeaa186837eeb14b50a48] [39ff0f1310ac1931d790c3717a653908] 20
bid128_exp10 0 [b001eb7fd45dfe0eba082f76313ac0f5] [2f366526c812ced15344d844dc50cd24] 20
bid128_exp10 0 [30040ea0c9069409d2fc1ad86ae7a88f] [324ef2d93450a97a4f1c9bbdbe5c07a2] 20
bid128_exp10 0 [aff486b15ab1a682fed1224bb864ce98] [2ffded01ce329dbb07813c5f65f0a1f2] 20
bid128_exp10 0 [aff9c7d563b4d1deaf9e4400acd48eb9] [2ffde2a72dc9a5ad2733500d8d6cb6f3] 20
bid128_exp10 0 [aff6ff3a9641061774a9595b7ef1915a] [2ffdec736305d8ce46a042c665f35b96] 20
bid128_exp10 0 [2ffe9ecc8599560f67f71326e3905164] [300451fabdfa5ec6f023bd3f5ed94ca3] 20
bid128_exp10 0 [3005967f3b6dc2b69607e01ce2a77a34] [78000000000000000000000000000000] 28
bid128_exp10 0 [affcc7387180d9d1f87c8b9d525cf113] [2ffcc273d088c9f9aea8b6542e18143d] 20
bid128_exp10 0 [aff5747760714978e4f238c52d368220] [2ffdecf3ca9141e920ab53cdaaf3fe6a] 20
bid128_exp10 0 [b003a493ce0bed7bd8645fac6ff4d8fa] [2953c9c4d6077682177554fd179ab2ff] 20
bid128_exp10 0 [2ff4476c9afedaee8c282169c76fdb2b] [2ffe314e320ce35dcab5e26557330086] 20
bid128_exp10 0 [aff8124bf4d7b2ea98d9b7f42f2bdce8] [2ffdec9df056782ca621cd6517580a23] 20
bid128_exp10 0 [aff98d66f7d0cca87d671b724be870d1] [2ffde3f8d09ab7418837f265ed702e4f] 20
bid128_exp10 0 [aff4e7aac5ccd7882bc986236845625d] [2ffdecfc16f598c2024c95ee071d45c9] 20
bid128_exp10 0 [2ff437f411d51e84499e5a8c27bfa7b3] [2ffe314e1ab42c9066577d613aec8aa3] 20
bid128_exp10 0 [affac805e6ba7b6fc6a0b8feabf6a2ea] [2ffdc1111a56af4fe2a60381aef3ac7d] 20
bid128_exp10 0 [2ff52d5b67d058300fcb60d02075603d] [2ffe314f8d0de404851b0edebaebdb96] 20
bid128_exp10 0 [2ff558ff345e5d61711f467db53a8a45] [2ffe314fceeaed7ff3714860f393d3b8] 20
bid128_exp10 0 [2fffbf411136f1034bbf6cef6de2dec5] [30103a1ce85c43df8059635699771787] 20
bid128_exp10 0 [2ffc02455d1d105c627f18e574925a8e] [2ffe31d459cec1fabaa47541c6dae150] 20
bid128_exp10 0 [aff78496b7c731fdf973bf1366bc14c6] [2ffdec24e4f3a3ddb4b07bb4bb70494e] 20
bid128_exp10 0 [affeea14a68047db18f6ceef81af5ee8] [2ff458233050e77d777fe543deada3d8] 20
bid128_exp10 0 [2ffd058559f764a068099665a0b717f6] [2ffea73a418f398cbd259e9451bf859d] 20
bid128_exp10 0 [afffc5ba0d289068232087522b711238] [2feb352d88604dc2b71777236d4d9f00] 20
bid128_exp10 0 [affe485c765852b38b6b2e54d1192b0d] [2ffaa7f74ad4239df6204116e4e94cfc] 20
bid128_exp10 0 [affceef2d29260427e4d62725374134f] [2ffca185f9101472b92d6dbc1f754f3d] 20
bid128_exp10 0 [2fff0a714c174ccb0a2fb333d275d75b] [30087d04fd8f7b5d4b535bcaaade506e] 20
bid128_exp10 0 [30049e51562f4bd0f9a2df5512ff4bbd] [4914393f3406aadd191235f40524f958] 20
bid128_exp10 0 [3002230a759f7050f1ad3fcdf604d071] [308c3a19d13743cf2ba135dd8566d118] 20
bid128_exp10 0 [b00552f25788a4e163d781ec08d2be04] [00000000000000000000000000000000] 30
bid128_exp10 0 [2ff56d893cc9149bb7ba8013cb18bf41] [2ffe314fedeabb833731fcf1a8830703] 20
bid128_exp10 0 [2ff4e8a6086a72ded92b2cd66b58eeca] [2ffe314f255bd3d70bfa137644f8bd6d] 20
bid128_exp10 0 [2ff826fff64ee965855097e13381af06] [2ffe3164c8cb71c9bf8abeaa7f605ceb] 20
bid128_exp10 0 [aff8a4718588098111141b84d5473084] [2ffde944204fe9ddaf40ca626a291fa3] 20
bid128_exp10 0 [300057fef206e9e39a9294850e776ce5] [30215b3043e0c2399446cdc510d970eb] 20
bid128_exp10 0 [b0021717a9c8a8cd3afa040383c37f19] [2fa047c1920406b3e5130df61c5bee24] 20
bid128_exp10 0 [aff7a3b23403bd7670ddf54b5dbf841e] [2ffdec1297a20c8182d6aa411cac4582] 20
bid128_exp10 0 [2ff6558392df9fabf230f5ed5a63acaa] [2ffe3152d0f33a246cbfc7fc9785359f] 20
bid128_exp10 0 [30009966f664be07ab854044933028ed] [303c400dade24738cd903d5038938367] 20
bid128_exp10 0 [affe767c7bfa253a991e31db4959b283] [2ff8c2d8cd245b8c51c64c152736bcf4] 20
bid128_exp10 0 [aff845be95a99539527873c1737a36e4] [2ffdeb6f4bf155b5bd7a69dc535e4a1f] 20
bid128_exp10 0 [affd783d57bbf26ff03a20d9953639bb] [2ffc5511e3f2386bd82574adc68f2e1c] 20
bid128_exp10 0 [b0035d4a04e3766a1cc767edbb7b1441] [2a74b1f8315e45b49526a5eb66057e64] 20
bid128_exp10 0 [affa8674ecf12610f851ae864d66e05b] [2ffdcf07bfd3564b2b29a9a4242b3f48] 20
bid128_exp10 0 [b03c0000000000000000000000096c03] [00000000000000000000000000000012] 30
